RecordID,Park,Animal,Visitors,TempC,RainfallMM,Season,Detected,ModelScore,VisitDate
688,Mgahinga,Hippo,167,25.3,162,Wet,No,0.95,11/10/2024
689,Lake Mburo,Buffalo,286,30.4,254,Wet,Yes,0.93,4/29/2024
690,Kibale,Gorilla,119,18,12,Wet,Yes,0.86,4/16/2024
691,Mgahinga,Leopard,232,25,170,Wet,Yes,0.51,4/13/2024
692,Kibale,Gorilla,150,31.4,157,Wet,No,0.88,2/28/2024
693,Kibale,Gorilla,194,24.7,291,Dry,Yes,0.6,6/22/2024
694,Kibale,Buffalo,489,26.1,18,Dry,No,0.58,8/23/2024
695,Mgahinga,Leopard,478,23.7,211,Dry,No,0.78,12/13/2024
696,Kidepo,Leopard,294,18.3,295,Wet,No,0.53,3/17/2024
697,Kidepo,Chimpanzee,35,23.8,192,Dry,No,0.59,2/29/2024
698,Mgahinga,Chimpanzee,404,23.2,161,Dry,No,0.7,9/11/2024
699,Queen Elizabeth,Gorilla,251,32.1,154,Dry,No,0.59,7/10/2024
700,Mgahinga,Elephant,418,21.4,47,Wet,Yes,0.89,9/13/2024
701,Queen Elizabeth,Lion,194,33.7,268,Wet,No,0.57,2/20/2024
702,Mgahinga,Leopard,366,34.9,105,Dry,No,0.69,9/24/2024
703,Murchison Falls,Elephant,179,33.8,44,Wet,No,0.94,2/22/2024
704,Lake Mburo,Chimpanzee,357,30.7,11,Wet,Yes,0.66,4/8/2024
705,Kidepo,Gorilla,292,23.4,225,Dry,No,0.57,5/20/2024
706,Murchison Falls,Elephant,338,27.5,52,Dry,No,0.77,5/18/2024
707,Queen Elizabeth,Hippo,431,22.8,125,Dry,Yes,0.65,6/22/2024
708,Lake Mburo,Buffalo,45,20.2,241,Dry,Yes,0.69,2/14/2024
709,Bwindi,Buffalo,111,30,228,Wet,No,0.66,4/11/2024
710,Kibale,Chimpanzee,363,31.8,40,Wet,Yes,0.55,12/23/2024
711,Bwindi,Elephant,253,23.3,238,Wet,Yes,0.96,3/14/2024
712,Mgahinga,Leopard,152,33.5,200,Dry,No,0.89,6/15/2024
713,Bwindi,Buffalo,35,19.1,57,Wet,No,0.73,3/28/2024
714,Kidepo,Chimpanzee,198,28.3,65,Dry,No,0.9,2/24/2024
715,Kidepo,Leopard,352,19.2,154,Wet,No,0.79,5/2/2024
716,Lake Mburo,Lion,300,20.7,246,Wet,Yes,0.67,12/21/2024
717,Lake Mburo,Buffalo,421,34.7,290,Wet,Yes,0.58,12/8/2024
718,Murchison Falls,Hippo,496,30.1,249,Dry,No,0.66,2/19/2024
719,Mgahinga,Buffalo,110,23.2,207,Dry,Yes,0.84,11/1/2024
720,Mgahinga,Chimpanzee,214,23.6,31,Dry,Yes,0.9,10/24/2024
721,Mgahinga,Hippo,434,18,75,Dry,No,0.76,7/18/2024
722,Lake Mburo,Leopard,248,21.3,162,Wet,No,0.95,8/10/2024
723,Kibale,Gorilla,65,27.9,261,Wet,Yes,0.92,2/1/2024
724,Kidepo,Leopard,47,18,286,Wet,Yes,0.92,1/16/2024
725,Queen Elizabeth,Buffalo,379,28,162,Wet,No,0.69,10/6/2024
726,Queen Elizabeth,Hippo,108,26.1,96,Wet,No,0.91,3/19/2024
727,Kidepo,Chimpanzee,363,20.1,5,Dry,Yes,0.57,9/6/2024
728,Kibale,Buffalo,89,19.4,212,Wet,No,0.81,8/20/2024
729,Lake Mburo,Buffalo,302,31.9,196,Wet,Yes,0.59,11/5/2024
730,Murchison Falls,Leopard,275,32.4,121,Wet,No,0.95,10/22/2024
731,Kidepo,Elephant,39,27.7,188,Dry,No,0.97,2/10/2024
732,Queen Elizabeth,Hippo,394,26.9,143,Wet,Yes,0.76,11/8/2024
733,Murchison Falls,Lion,261,28.7,39,Wet,Yes,0.94,9/30/2024
734,Mgahinga,Elephant,260,25.7,240,Wet,No,0.67,5/30/2024
735,Kidepo,Lion,38,29.8,155,Wet,Yes,0.81,10/23/2024
736,Queen Elizabeth,Leopard,46,29.2,149,Dry,No,0.74,3/5/2024
737,Lake Mburo,Elephant,455,31.3,129,Dry,No,0.63,5/11/2024
738,Murchison Falls,Hippo,77,28.3,77,Wet,No,0.9,5/13/2024
739,Mgahinga,Hippo,140,26.2,270,Dry,No,0.98,3/15/2024
740,Lake Mburo,Chimpanzee,98,32.2,211,Wet,Yes,0.82,11/22/2024
741,Queen Elizabeth,Lion,315,30.5,176,Dry,No,0.87,2/29/2024
742,Murchison Falls,Lion,257,24.8,154,Wet,Yes,0.69,12/27/2024
743,Bwindi,Buffalo,154,20.5,222,Dry,No,0.95,8/17/2024
744,Bwindi,Hippo,181,34.3,21,Dry,No,0.97,8/9/2024
745,Lake Mburo,Hippo,459,22.6,138,Wet,Yes,0.63,10/26/2024
746,Bwindi,Buffalo,415,29.5,123,Dry,No,0.83,4/2/2024
747,Kidepo,Leopard,25,29.4,34,Dry,No,0.55,2/23/2024
748,Kibale,Buffalo,199,21.7,145,Wet,Yes,0.52,11/13/2024
749,Murchison Falls,Elephant,500,28.1,111,Dry,Yes,0.54,11/5/2024
750,Queen Elizabeth,Buffalo,356,31,289,Dry,Yes,0.84,5/9/2024
751,Kidepo,Buffalo,358,33.9,232,Wet,No,0.84,12/7/2024
752,Mgahinga,Chimpanzee,185,22.4,37,Wet,Yes,0.69,6/19/2024
753,Murchison Falls,Gorilla,436,22.5,225,Dry,No,0.98,4/12/2024
754,Lake Mburo,Buffalo,111,29,55,Dry,No,0.61,11/25/2024
755,Murchison Falls,Buffalo,386,22.4,17,Dry,Yes,0.78,5/8/2024
756,Mgahinga,Buffalo,29,33.2,76,Dry,Yes,0.83,5/16/2024
757,Queen Elizabeth,Hippo,188,33.4,294,Dry,No,0.73,7/25/2024
758,Mgahinga,Hippo,419,31.8,35,Dry,Yes,0.69,12/18/2024
759,Mgahinga,Chimpanzee,266,20.1,274,Wet,No,0.83,7/24/2024
760,Murchison Falls,Hippo,351,19.5,273,Wet,Yes,0.91,5/28/2024
761,Kibale,Lion,110,27.4,196,Dry,No,0.84,2/24/2024
762,Kibale,Hippo,203,26.3,224,Dry,Yes,0.52,1/13/2024
763,Kibale,Leopard,142,26.3,32,Wet,No,0.76,8/18/2024
764,Murchison Falls,Elephant,193,19,21,Wet,Yes,0.6,11/30/2024
765,Kibale,Leopard,254,34,274,Dry,Yes,0.95,1/19/2024
766,Kibale,Lion,270,29.1,241,Dry,Yes,0.84,3/7/2024
767,Murchison Falls,Lion,343,18.8,157,Dry,No,0.8,10/29/2024
768,Murchison Falls,Chimpanzee,438,19.8,254,Dry,Yes,0.89,8/6/2024
769,Kidepo,Chimpanzee,447,34.7,205,Wet,Yes,0.98,10/21/2024
770,Lake Mburo,Lion,184,32.2,109,Dry,Yes,0.66,3/2/2024
771,Kidepo,Lion,407,25.1,189,Dry,No,0.62,10/24/2024
772,Murchison Falls,Lion,71,31.4,192,Dry,Yes,0.93,2/11/2024
773,Murchison Falls,Elephant,111,33.7,145,Wet,No,0.84,4/15/2024
774,Queen Elizabeth,Hippo,158,26.9,210,Dry,Yes,0.8,1/20/2024
775,Lake Mburo,Lion,387,26.5,45,Wet,No,0.71,10/12/2024
776,Queen Elizabeth,Lion,80,34.8,48,Wet,Yes,0.73,11/16/2024
777,Kibale,Lion,161,18.9,57,Dry,No,0.74,3/22/2024
778,Kibale,Elephant,47,29,145,Dry,No,0.62,11/11/2024
779,Mgahinga,Chimpanzee,252,18.7,26,Dry,Yes,0.88,9/5/2024
780,Lake Mburo,Elephant,56,33.2,227,Wet,No,0.6,12/12/2024
781,Kidepo,Lion,418,19.9,116,Dry,Yes,0.86,4/12/2024
782,Bwindi,Lion,57,26,248,Dry,No,0.57,11/8/2024
783,Bwindi,Lion,218,24.3,234,Dry,No,0.98,4/13/2024
784,Kidepo,Lion,36,29.8,30,Wet,Yes,0.55,8/26/2024
785,Bwindi,Buffalo,107,30.9,112,Wet,Yes,0.89,11/22/2024
786,Lake Mburo,Lion,315,34.5,117,Dry,No,0.92,9/7/2024
787,Mgahinga,Lion,322,26,236,Wet,Yes,0.86,5/6/2024
788,Queen Elizabeth,Gorilla,242,27.9,76,Dry,No,0.98,1/21/2024
789,Bwindi,Hippo,413,26.6,217,Wet,No,0.9,12/22/2024
790,Mgahinga,Elephant,251,26.4,42,Dry,No,0.97,3/8/2024
791,Kidepo,Gorilla,142,29,46,Dry,No,0.83,3/23/2024
792,Kibale,Buffalo,459,27.7,298,Dry,No,0.73,3/11/2024
793,Mgahinga,Hippo,227,21.1,189,Wet,Yes,0.92,2/6/2024
794,Bwindi,Hippo,190,27,151,Wet,No,0.84,11/9/2024
795,Lake Mburo,Leopard,426,21.5,41,Wet,Yes,0.75,12/11/2024
796,Kidepo,Elephant,76,24.5,238,Dry,No,0.68,11/27/2024
797,Lake Mburo,Hippo,54,27.5,104,Dry,No,0.62,2/28/2024
798,Kibale,Buffalo,397,34,297,Dry,Yes,0.66,5/16/2024
799,Lake Mburo,Hippo,236,22.7,32,Wet,No,0.72,9/13/2024
800,Lake Mburo,Chimpanzee,82,26,272,Wet,No,0.8,12/10/2024
801,Kibale,Chimpanzee,472,19.1,234,Dry,Yes,0.69,4/1/2024
802,Kidepo,Elephant,75,20.8,57,Dry,No,0.57,4/14/2024
803,Lake Mburo,Hippo,31,23,277,Dry,No,0.67,8/15/2024
804,Kibale,Hippo,30,23,32,Dry,Yes,0.91,9/23/2024
805,Kibale,Gorilla,230,27.8,167,Wet,No,0.72,10/17/2024
806,Queen Elizabeth,Chimpanzee,176,20.9,133,Dry,No,0.68,5/27/2024
807,Mgahinga,Chimpanzee,44,20.5,145,Wet,Yes,0.8,3/23/2024
808,Kibale,Leopard,166,21.1,89,Dry,Yes,0.62,1/22/2024
809,Kidepo,Leopard,84,25.5,189,Dry,Yes,0.78,1/18/2024
810,Kibale,Gorilla,196,20.5,229,Dry,No,0.56,1/13/2024
811,Bwindi,Buffalo,413,20.5,234,Wet,Yes,0.5,10/6/2024
812,Lake Mburo,Gorilla,351,30,242,Wet,Yes,0.89,8/14/2024
813,Kidepo,Hippo,77,30.4,20,Dry,Yes,0.65,7/24/2024
814,Lake Mburo,Chimpanzee,132,25.6,47,Wet,Yes,0.8,4/9/2024
815,Lake Mburo,Leopard,133,31.3,142,Dry,Yes,0.54,8/16/2024
816,Kibale,Hippo,64,34.6,201,Dry,No,0.66,11/5/2024
817,Lake Mburo,Elephant,485,29.3,203,Dry,No,0.68,7/9/2024
818,Murchison Falls,Gorilla,196,24,228,Dry,Yes,0.86,8/15/2024
819,Kibale,Buffalo,431,25.5,83,Wet,No,0.57,10/27/2024
820,Lake Mburo,Elephant,93,21.5,243,Wet,Yes,0.96,10/29/2024
821,Mgahinga,Buffalo,65,18.1,139,Wet,Yes,0.77,12/29/2024
822,Lake Mburo,Chimpanzee,488,20.3,95,Wet,No,0.77,1/22/2024
823,Mgahinga,Chimpanzee,174,32.2,155,Wet,No,0.61,1/2/2024
824,Queen Elizabeth,Gorilla,173,34.3,241,Dry,No,0.7,9/8/2024
825,Kibale,Hippo,145,18.5,141,Wet,Yes,0.79,7/4/2024
826,Lake Mburo,Buffalo,309,25.4,132,Wet,Yes,0.68,10/21/2024
827,Murchison Falls,Chimpanzee,152,20.8,29,Dry,No,0.73,12/20/2024
828,Queen Elizabeth,Gorilla,103,18.9,184,Wet,No,0.52,5/29/2024
829,Lake Mburo,Hippo,499,19.3,99,Dry,Yes,0.79,3/26/2024
830,Lake Mburo,Gorilla,466,23.4,154,Wet,No,0.55,10/23/2024
831,Kidepo,Chimpanzee,93,18.2,265,Wet,No,0.88,7/29/2024
832,Kidepo,Lion,72,21.7,257,Dry,Yes,0.89,10/13/2024
833,Lake Mburo,Hippo,445,34.2,272,Dry,No,0.73,2/9/2024
834,Murchison Falls,Chimpanzee,87,33.7,245,Wet,No,0.84,3/12/2024
835,Mgahinga,Buffalo,475,34.8,267,Wet,Yes,0.85,1/15/2024
836,Kibale,Chimpanzee,80,21.8,72,Dry,No,0.56,3/7/2024
837,Murchison Falls,Buffalo,373,31,57,Dry,Yes,0.88,8/8/2024
838,Murchison Falls,Lion,75,18.6,262,Dry,No,0.56,5/9/2024
839,Murchison Falls,Elephant,174,29.3,49,Dry,Yes,0.79,4/12/2024
840,Queen Elizabeth,Hippo,199,18.5,74,Wet,No,0.67,9/13/2024
841,Mgahinga,Hippo,333,22.1,291,Dry,Yes,0.9,1/8/2024
842,Lake Mburo,Lion,386,21.3,144,Dry,Yes,0.98,2/20/2024
843,Queen Elizabeth,Leopard,455,30,187,Dry,No,0.83,2/24/2024
844,Queen Elizabeth,Chimpanzee,201,34.7,217,Dry,Yes,0.7,6/9/2024
845,Murchison Falls,Buffalo,76,26.8,253,Wet,No,0.77,1/21/2024
846,Murchison Falls,Gorilla,272,20,145,Wet,No,0.84,8/15/2024
847,Queen Elizabeth,Leopard,228,22.9,219,Dry,Yes,0.94,8/31/2024
848,Kibale,Gorilla,111,18.2,251,Dry,No,0.71,12/3/2024
849,Kibale,Elephant,81,20.4,205,Dry,Yes,0.53,4/11/2024
850,Kidepo,Lion,324,32.3,206,Dry,Yes,0.91,9/12/2024
851,Kidepo,Chimpanzee,385,31,139,Wet,No,0.73,11/4/2024
852,Bwindi,Buffalo,281,22.7,232,Dry,Yes,0.62,9/11/2024
853,Queen Elizabeth,Hippo,88,18.5,27,Dry,No,0.83,4/1/2024
854,Bwindi,Leopard,367,23.6,155,Dry,Yes,0.82,9/23/2024
855,Mgahinga,Buffalo,425,25.9,150,Wet,No,0.75,10/4/2024
856,Kidepo,Chimpanzee,460,27.2,9,Dry,No,0.93,3/1/2024
857,Bwindi,Buffalo,181,32.5,226,Wet,Yes,0.52,10/12/2024
858,Kibale,Chimpanzee,419,23.2,84,Wet,No,0.57,7/18/2024
859,Bwindi,Chimpanzee,76,27.7,251,Wet,No,0.78,3/21/2024
860,Lake Mburo,Elephant,220,22.5,193,Wet,No,0.66,1/15/2024
861,Lake Mburo,Elephant,85,32.2,178,Dry,No,0.69,8/7/2024
862,Kidepo,Gorilla,230,24,125,Dry,Yes,0.82,10/30/2024
863,Murchison Falls,Hippo,53,32.8,58,Wet,Yes,0.51,6/15/2024
864,Murchison Falls,Buffalo,356,32.7,290,Wet,No,0.51,8/28/2024
865,Lake Mburo,Elephant,182,24.4,199,Wet,Yes,0.9,2/21/2024
866,Kibale,Hippo,125,23.7,257,Wet,Yes,0.8,7/5/2024
867,Bwindi,Lion,274,28.8,38,Dry,No,0.63,6/1/2024
868,Lake Mburo,Buffalo,431,21.8,47,Dry,No,0.63,10/17/2024
869,Mgahinga,Leopard,263,25.3,177,Dry,No,0.75,6/2/2024
870,Bwindi,Hippo,296,23.3,212,Wet,No,0.81,8/20/2024
871,Kibale,Chimpanzee,300,21.1,9,Dry,No,0.6,8/27/2024
872,Kidepo,Hippo,292,31.8,222,Dry,Yes,0.68,3/16/2024
873,Queen Elizabeth,Lion,402,29.7,153,Wet,No,0.66,2/2/2024
874,Kibale,Lion,453,25,146,Dry,No,0.84,4/30/2024
875,Bwindi,Lion,78,20.5,14,Dry,No,0.73,10/13/2024
876,Bwindi,Buffalo,351,33.4,103,Dry,No,0.57,5/12/2024
877,Mgahinga,Chimpanzee,162,29.2,90,Dry,No,0.88,1/29/2024
878,Mgahinga,Elephant,180,28.2,32,Wet,No,0.83,2/16/2024
879,Bwindi,Chimpanzee,390,32.3,120,Dry,Yes,0.76,10/24/2024
880,Mgahinga,Leopard,148,26.4,46,Dry,Yes,0.88,6/9/2024
881,Kidepo,Chimpanzee,319,30.5,120,Wet,Yes,0.57,3/30/2024
882,Queen Elizabeth,Gorilla,245,24.9,28,Wet,No,0.84,2/27/2024
883,Kidepo,Leopard,236,26.1,126,Wet,Yes,0.68,7/7/2024
884,Mgahinga,Gorilla,30,29,17,Dry,Yes,0.62,7/15/2024
885,Kidepo,Hippo,378,24.2,62,Dry,No,0.69,7/20/2024
886,Kidepo,Gorilla,66,33.9,120,Wet,Yes,0.92,3/23/2024
887,Bwindi,Hippo,182,33,208,Dry,No,0.92,9/8/2024
888,Bwindi,Hippo,231,33.8,170,Wet,Yes,0.9,12/23/2024
889,Kidepo,Leopard,53,24,280,Wet,No,0.84,1/27/2024
890,Kibale,Hippo,114,28.7,69,Dry,No,0.6,6/5/2024
891,Kidepo,Leopard,62,19.9,127,Dry,No,0.89,6/12/2024
892,Bwindi,Buffalo,467,30.5,133,Dry,No,0.89,4/11/2024
893,Murchison Falls,Buffalo,208,21.1,193,Dry,Yes,0.96,10/12/2024
894,Kibale,Leopard,340,21.9,45,Wet,Yes,0.63,3/27/2024
895,Murchison Falls,Buffalo,336,25.3,133,Dry,Yes,0.97,3/28/2024
896,Lake Mburo,Elephant,27,30.2,222,Wet,No,0.56,12/31/2024
897,Queen Elizabeth,Lion,461,31.8,136,Wet,No,0.69,8/8/2024
898,Mgahinga,Lion,327,21.7,144,Dry,No,0.59,3/15/2024
899,Murchison Falls,Gorilla,154,22,230,Dry,No,0.79,11/27/2024
900,Bwindi,Elephant,25,26,165,Wet,Yes,0.85,12/28/2024
901,Bwindi,Hippo,325,22.4,48,Dry,Yes,0.66,4/30/2024
902,Bwindi,Gorilla,330,34,23,Dry,No,0.75,7/14/2024
903,Kidepo,Buffalo,363,24.3,286,Dry,Yes,0.63,9/14/2024
904,Bwindi,Gorilla,469,26,45,Wet,No,0.57,2/29/2024
905,Kidepo,Elephant,85,26.5,143,Wet,No,0.64,5/14/2024
906,Lake Mburo,Chimpanzee,409,33.8,264,Wet,No,0.94,6/10/2024
907,Kibale,Buffalo,411,34.2,284,Wet,Yes,0.59,1/28/2024
908,Queen Elizabeth,Lion,38,26,83,Wet,No,0.56,9/10/2024
909,Murchison Falls,Buffalo,202,34.8,287,Wet,No,0.74,3/16/2024
910,Murchison Falls,Gorilla,67,21.5,145,Dry,Yes,0.87,5/19/2024
911,Lake Mburo,Hippo,319,21.6,2,Dry,No,0.95,5/6/2024
912,Mgahinga,Buffalo,366,19.6,168,Dry,No,0.83,12/14/2024
913,Murchison Falls,Buffalo,211,28,54,Wet,Yes,0.51,8/23/2024
914,Mgahinga,Hippo,357,26.2,137,Dry,No,0.98,12/1/2024
915,Lake Mburo,Buffalo,186,34.1,291,Dry,Yes,0.92,11/25/2024
916,Kidepo,Gorilla,428,18.9,36,Wet,Yes,0.7,4/1/2024
917,Queen Elizabeth,Chimpanzee,463,24.8,10,Dry,Yes,0.69,7/25/2024
918,Kidepo,Hippo,405,34.2,78,Dry,No,0.74,8/9/2024
919,Kibale,Chimpanzee,491,23.3,67,Wet,Yes,0.91,9/19/2024
920,Queen Elizabeth,Buffalo,248,33.1,243,Wet,No,0.54,8/4/2024
921,Mgahinga,Gorilla,334,21.2,218,Dry,Yes,0.75,8/25/2024
922,Kibale,Lion,351,29.7,79,Wet,Yes,0.64,8/11/2024
923,Murchison Falls,Chimpanzee,264,23.1,65,Wet,Yes,0.76,5/31/2024
924,Lake Mburo,Elephant,302,19.3,23,Dry,No,0.7,8/25/2024
925,Kibale,Hippo,311,31.8,181,Wet,Yes,0.88,1/9/2024
926,Murchison Falls,Hippo,358,25.9,93,Wet,Yes,0.54,12/26/2024
927,Kidepo,Gorilla,320,30.3,230,Wet,No,0.97,4/5/2024
928,Queen Elizabeth,Lion,60,30.7,132,Dry,No,0.76,1/3/2024
929,Bwindi,Elephant,26,20.9,244,Wet,No,0.93,11/4/2024
930,Kibale,Buffalo,175,28.5,184,Wet,No,0.54,3/10/2024
931,Murchison Falls,Lion,77,31.9,96,Dry,Yes,0.74,3/15/2024
932,Kibale,Lion,243,32.3,275,Dry,Yes,0.65,8/25/2024
933,Queen Elizabeth,Buffalo,236,18.4,85,Dry,No,0.97,8/29/2024
934,Murchison Falls,Chimpanzee,250,27.9,103,Wet,No,0.52,1/5/2024
935,Murchison Falls,Hippo,453,30.1,212,Wet,No,0.52,7/23/2024
936,Bwindi,Leopard,322,30.3,249,Dry,Yes,0.76,8/4/2024
937,Lake Mburo,Gorilla,303,19.1,213,Wet,Yes,0.74,11/26/2024
938,Kidepo,Buffalo,377,25.4,82,Wet,Yes,0.73,8/12/2024
939,Queen Elizabeth,Leopard,132,28,173,Wet,Yes,0.93,12/30/2024
940,Bwindi,Buffalo,446,34,184,Wet,Yes,0.8,5/24/2024
941,Kibale,Hippo,64,29.3,66,Dry,Yes,0.58,9/8/2024
942,Murchison Falls,Chimpanzee,232,34,252,Wet,Yes,0.6,1/25/2024
943,Murchison Falls,Gorilla,471,22.4,81,Dry,Yes,0.9,6/21/2024
944,Bwindi,Elephant,336,21.9,287,Dry,No,0.63,6/23/2024
945,Mgahinga,Gorilla,413,18.8,285,Wet,Yes,0.92,9/20/2024
946,Lake Mburo,Hippo,73,30,224,Wet,Yes,0.98,11/8/2024
947,Lake Mburo,Chimpanzee,459,34.1,287,Dry,Yes,0.58,3/1/2024
948,Mgahinga,Lion,486,24.1,149,Wet,No,0.86,2/20/2024
949,Queen Elizabeth,Hippo,206,23.7,70,Dry,Yes,0.72,7/31/2024
950,Mgahinga,Chimpanzee,23,22.2,242,Wet,No,0.75,2/13/2024
951,Kidepo,Gorilla,386,30.8,184,Dry,Yes,0.87,9/28/2024
952,Bwindi,Chimpanzee,136,20.3,219,Wet,No,0.94,9/21/2024
953,Mgahinga,Hippo,205,34,226,Dry,Yes,0.85,9/21/2024
954,Murchison Falls,Elephant,193,23.4,84,Wet,Yes,0.69,1/19/2024
955,Kibale,Hippo,97,33.3,29,Wet,No,0.7,12/14/2024
956,Kibale,Leopard,467,23.2,160,Wet,Yes,0.91,9/27/2024
957,Lake Mburo,Lion,378,24.9,105,Wet,No,0.93,11/28/2024
958,Bwindi,Chimpanzee,121,33,43,Dry,No,0.69,3/5/2024
959,Lake Mburo,Leopard,165,21.6,261,Wet,No,0.87,3/22/2024
960,Murchison Falls,Elephant,475,31.5,132,Dry,No,0.86,9/15/2024
961,Murchison Falls,Hippo,50,32.3,132,Wet,Yes,0.52,11/29/2024
962,Murchison Falls,Buffalo,172,27.7,2,Wet,No,0.98,10/24/2024
963,Lake Mburo,Hippo,477,33.9,273,Dry,No,0.65,12/7/2024
964,Mgahinga,Chimpanzee,386,27.7,71,Wet,Yes,0.55,9/21/2024
965,Lake Mburo,Lion,441,31.2,232,Dry,Yes,0.85,7/29/2024
966,Murchison Falls,Elephant,51,25.2,66,Wet,Yes,0.72,7/8/2024
967,Kibale,Leopard,226,28,265,Wet,No,0.79,11/21/2024
968,Bwindi,Buffalo,372,33.8,250,Wet,Yes,0.57,3/6/2024
969,Bwindi,Hippo,254,20.2,262,Dry,Yes,0.72,1/17/2024
970,Kibale,Lion,306,24.3,60,Wet,Yes,0.56,10/19/2024
971,Kidepo,Elephant,287,20.6,190,Wet,No,0.65,9/5/2024
972,Murchison Falls,Chimpanzee,93,20.4,215,Dry,No,0.94,4/20/2024
973,Queen Elizabeth,Chimpanzee,398,26.3,62,Wet,Yes,0.93,8/1/2024
974,Bwindi,Leopard,178,27.6,172,Wet,No,0.91,11/6/2024
975,Queen Elizabeth,Chimpanzee,90,26.6,235,Wet,No,0.57,6/15/2024
976,Murchison Falls,Chimpanzee,339,29.3,209,Wet,Yes,0.94,6/22/2024
977,Lake Mburo,Elephant,363,33.1,142,Dry,Yes,0.85,10/19/2024
978,Kibale,Chimpanzee,415,30,287,Dry,Yes,0.59,11/12/2024
979,Lake Mburo,Leopard,407,18.9,291,Dry,No,0.75,1/10/2024
980,Murchison Falls,Hippo,499,27,9,Wet,Yes,0.62,12/27/2024
981,Mgahinga,Leopard,247,19.4,273,Wet,No,0.79,9/8/2024
982,Mgahinga,Elephant,194,25.4,212,Dry,No,0.69,2/16/2024
983,Murchison Falls,Elephant,297,20.9,73,Dry,No,0.88,3/19/2024
984,Kidepo,Buffalo,367,20.9,166,Dry,Yes,0.85,6/1/2024
985,Bwindi,Elephant,183,20.4,165,Wet,No,0.96,3/2/2024
986,Murchison Falls,Lion,142,30.8,300,Dry,No,0.75,9/15/2024
987,Bwindi,Elephant,157,19,237,Wet,Yes,0.74,7/27/2024
988,Kibale,Lion,487,33.1,137,Dry,Yes,0.87,11/29/2024
989,Mgahinga,Lion,175,27.7,228,Dry,Yes,0.88,3/13/2024
990,Kidepo,Leopard,106,31.3,275,Wet,No,0.52,8/25/2024
991,Mgahinga,Leopard,168,29.1,85,Dry,Yes,0.96,9/3/2024
992,Kidepo,Leopard,148,32.3,194,Wet,Yes,0.79,9/18/2024
993,Kidepo,Elephant,102,30.6,288,Dry,No,0.54,12/23/2024
994,Murchison Falls,Chimpanzee,91,30.3,143,Wet,Yes,0.8,6/11/2024
995,Kibale,Gorilla,345,22.4,231,Wet,Yes,0.82,6/13/2024
996,Kidepo,Lion,255,34.3,168,Dry,Yes,0.82,1/2/2024
997,Lake Mburo,Buffalo,22,33.3,88,Wet,No,0.87,10/2/2024
998,Murchison Falls,Chimpanzee,468,29,39,Dry,No,0.83,6/29/2024
999,Mgahinga,Buffalo,443,28.2,198,Dry,Yes,0.56,7/8/2024
1000,Queen Elizabeth,Buffalo,24,21.8,10,Wet,No,,11/10/2024
1001,Kibale,Gorilla,433,30.2,119,Wet,No,0.52,9/9/2024
1002,Kibale,Hippo,330,21.6,100,Wet,Yes,0.93,10/18/2024
1003,Lake Mburo,Buffalo,107,27.4,289,Dry,Yes,0.79,2/3/2024
1004,Queen Elizabeth,Gorilla,497,27.7,116,Wet,Yes,0.92,1/12/2024
1005,Kibale,Hippo,292,28.4,286,Wet,Yes,0.96,11/24/2024
1006,Kibale,Hippo,46,32.5,165,Wet,No,0.63,12/14/2024
1007,Lake Mburo,Buffalo,273,24.1,22,Dry,Yes,0.64,8/3/2024
1008,Lake Mburo,Buffalo,181,18.1,99,Wet,Yes,0.93,1/13/2024
1009,Kibale,Lion,373,25.2,38,Dry,Yes,0.58,6/8/2024
1010,Murchison Falls,Hippo,340,19.6,245,Wet,Yes,0.79,11/16/2024
1011,Kidepo,Chimpanzee,148,22.2,242,Dry,No,0.91,6/19/2024
1012,Lake Mburo,Chimpanzee,141,34,224,Dry,No,0.78,2/13/2024
1013,Murchison Falls,Elephant,213,23.3,33,Dry,Yes,0.95,8/14/2024
1014,Murchison Falls,Gorilla,332,28.6,33,Dry,Yes,0.77,5/30/2024
1015,Mgahinga,Buffalo,225,19.6,210,Dry,Yes,0.72,8/25/2024
1016,Mgahinga,Buffalo,470,28.5,51,Wet,Yes,0.72,6/17/2024
1017,Lake Mburo,Lion,75,19.7,34,Dry,Yes,0.81,5/11/2024
1018,Kidepo,Buffalo,266,30.3,227,Dry,Yes,0.57,1/23/2024
1019,Murchison Falls,Lion,179,27.9,262,Wet,No,0.79,10/4/2024
1020,Mgahinga,Lion,95,26,175,Wet,No,0.98,9/22/2024
1021,Lake Mburo,Hippo,367,20.5,121,Dry,No,0.67,4/12/2024
1022,Kibale,Lion,422,19.2,96,Wet,No,0.79,6/18/2024
1023,Mgahinga,Leopard,309,34.4,153,Wet,No,0.58,8/20/2024
1024,Mgahinga,Elephant,273,21.7,1,Dry,Yes,0.73,4/19/2024
1025,Queen Elizabeth,Buffalo,396,31.1,169,Wet,Yes,0.7,1/4/2024
1026,Kidepo,Elephant,57,24.1,284,Dry,Yes,0.64,4/9/2024
1027,Kibale,Leopard,487,31,22,Dry,Yes,0.6,3/30/2024
1028,Queen Elizabeth,Gorilla,388,21,283,Dry,Yes,0.6,3/31/2024
1029,Mgahinga,Gorilla,486,19.7,70,Wet,Yes,0.67,4/17/2024
1030,Kidepo,Buffalo,142,24.3,190,Dry,No,0.93,2/3/2024
1031,Murchison Falls,Lion,471,33.7,97,Dry,No,0.84,6/11/2024
